id,entity_name,dba,all_licenses,total_licenses,license_sub_types,address,city,state,zip_code,municipal_phone,place_id,google_name,formatted_address,website,phone_number,primary_category,categories,rating,user_ratings_total,business_status,enriched_at
67,"5 Ks, Corporation","5 Ks, Corporation",2000058173,1,Management/Marketing/Consulting,2479 Walsh Glen Ct,Henderson,Nevada,89052,,ChIJ1ywi5ffNyIARpz2IqDQyOy8,2479 Walsh Glen Ct,"2479 Walsh Glen Ct, Henderson, NV 89052, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 14:42:04
68,"5 Star Fitness, LLC",Strength Center,2010302920,1,Personal Services,670 S Green Valley Pkwy,Henderson,Nevada,89052,,ChIJK3eEPZzRyIAR2TJyjXefBTU,Strength Center,"670 S Green Valley Pkwy Unit 145, Henderson, NV 89052, USA",http://strengthcenterlv.com/,(702) 551-2305,Gym,"Gym, Health",4.9,8,OPERATIONAL,2026-08-24 14:42:04
69,"5. 11, INC.","5. 11, INC.",2023321808,1,Clothing and Apparel,675 Mall Ring Cir,Henderson,Nevada,89014,,ChIJw0rX3EvRyIARhU-KunXtjFo,5.11,"675 Mall Ring Cir Ste 100, Henderson, NV 89014, USA",https://www.511tactical.com/,(702) 703-5677,Clothing Store,"Clothing Store, Shoe Store, Store",4.8,114,OPERATIONAL,2026-08-24 14:42:05
70,504 Handyman LLC,504 Handyman LLC,2024331510,1,Handyman,908 Skyforest Dr,Henderson,Nevada,89011,,ChIJ9a9dDF-AEIERLrwO-mrp-no,LvH Vegas Handyman Co,"257 Dahlia Rachel Pl, Henderson, NV 89015, USA",https://lvhvegashandyman.com/,(702) 513-6001,General Contractor,General Contractor,5.0,24,OPERATIONAL,2026-08-24 14:42:05
71,512 Automotive Inc,PURRFECT AUTO SERVICE #512,2020314538,1,Automotive,10050 S Eastern Ave,Henderson,Nevada,89052,,ChIJCSXyKhLOyIAR9byXAa5bj3U,Purrfect Auto Service #512,"10050 S Eastern Ave #180, Henderson, NV 89052, USA",,(702) 914-2249,Car Repair,Car Repair,3.6,456,OPERATIONAL,2026-08-24 14:42:06
72,540 Automotive Inc,Purrfect Auto Service #540,2020314534,1,Automotive,693 N Valle Verde Dr,Henderson,Nevada,89014,(916) 832-5550,ChIJDQ-PLWvQyIARs9vUqf611n0,Purrfect Auto Service #540,"693 N Valle Verde Dr, Henderson, NV 89014, USA",,(702) 434-9606,Car Repair,Car Repair,3.6,421,OPERATIONAL,2026-08-24 14:42:06
73,"5F LOGISTICS, INC.","5F LOGISTICS, INC.",2015300987,1,Office Only,2950 Sunridge Heights Pkwy,Henderson,Nevada,89052,,ChIJP60QCeDNyIAR8kWQ3mz_ahw,2950 Sunridge Heights Pkwy,"2950 Sunridge Heights Pkwy, Henderson, NV 89052, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 14:42:07
74,5J Wireless Inc,Boost Mobile,2023322399,1,Retail Product Sales,1134 W Sunset Rd,Henderson,Nevada,89014,,ChIJWcv1jYHRyIAREQVHgMQ4PJk,Boost Mobile,"1134 W Sunset Rd #1034, Henderson, NV 89014, USA",https://www.boostmobile.com/locations/bd/boost-mobile-nv-henderson-1134-w-sunset-rd-1034-89014?ll=1&utm_source=google&utm_medium=lastmile&utm_campaign=0015e00000uigZKAAY,(702) 988-0958,Electronics Store,"Electronics Store, Store",4.7,152,OPERATIONAL,2026-08-24 14:42:07
75,"5th Bridge Funding, LLC","5th Bridge Funding, LLC",2024329575,1,Mortgage Lending Company,9480 S Eastern Ave,Las Vegas,Nevada,89123,,ChIJAaaSnu_PyIAR-vKMfORHUzs,5th Bridge Funding LLC,"9480 S Eastern Ave Ste 263-C, Las Vegas, NV 89123, USA",https://www.5thbridgefunding.com/,(702) 281-2304,Finance,Finance,4.5,8,OPERATIONAL,2026-08-24 14:42:08
76,7 Hills Vision Center LLC,Seven Hills Vison Center,2007302366,1,Medical Office,10608 S Eastern Ave,Henderson,Nevada,89052,,ChIJzeqYSAbOyIARj__ZBLX-X9M,The Vision Centers - Seven Hills,"10608 S Eastern Ave # H, Henderson, NV 89052, USA",https://www.visioncenterslv.com/location/seven-hills/,(702) 617-2750,Health,"Health, Store, Travel Agency",4.7,220,OPERATIONAL,2026-08-24 14:42:08
77,702 Certified Inspections LLC,702 Certified Inspections LLC,2025333133,1,Real Estate Business,607 Calcutta Ln,Henderson,Nevada,89015,,ChIJVVXZT6fWyIARgNpPYej1Gzw,702 Certified Inspections,"607 Calcutta Ln, Henderson, NV 89015, USA",https://www.702certifiedinspections.com/,(702) 324-1388,Establishment,,0.0,0,OPERATIONAL,2026-08-24 14:42:09
78,"702 Fire Protection, Inc.","702 Fire Protection, Inc.",2025333478,1,Alarm Systems Business,10114 Eden Falls Ln,Las Vegas,Nevada,89183,,ChIJ4-CGWnDGyIARTMnpLA8cNBY,Vegas Valley Fire Protection,"5740 Arville St Ste 215, Las Vegas, NV 89118, USA",https://www.vvfire.com/,(702) 617-4220,Establishment,,4.7,58,OPERATIONAL,2026-08-24 14:42:09
79,702 Home Inspections LLC,Inspect LV,2025333728,1,Real Estate Business,7431 Atacama Ave,Las Vegas,Nevada,89179,,ChIJGx1mTU7PyIAR88IZnMLKogc,Inspect LV Home Inspections,"7345 S Durango Dr Ste B107-159, Las Vegas, NV 89113, USA",https://inspectlv.com/,(702) 210-5333,Establishment,,4.8,99,OPERATIONAL,2026-08-24 14:42:10
80,702 Mia LLC,Hiroba Sushi,"2022321102, 2022321104",2,"Liquor, Restaurant/Food Service",10720 S Eastern Ave,Henderson,Nevada,89052,(702) 278-6471,ChIJ7QjGFAfOyIARsQQSVrrZtx8,Hiroba Sushi,"10720 S Eastern Ave #100, Henderson, NV 89052, USA",https://www.hirobasushilv.com/,(702) 982-0021,Food,"Food, Meal Takeaway, Restaurant",4.6,1034,OPERATIONAL,2026-08-24 14:42:11
81,"702 Ozzy, LLC",Island Sushi & Grill,"2021317489, 2021317490",2,"Restaurant/Food Service, Liquor",9400 S Eastern Ave,Las Vegas,Nevada,89123,,ChIJKQFmq0DOyIAReb9Jt-BC15A,Island Sushi and Grill,"9400 S Eastern Ave Ste 103, Las Vegas, NV 89123, USA",http://www.islandsushiandgrill.com/,(702) 221-1600,Food,"Food, Restaurant",4.5,1494,OPERATIONAL,2026-08-24 14:42:11
82,702 Vending LLC,702 VENDING,2015300259,1,Miscellaneous,1357 Spice Ridge Ct,Henderson,Nevada,89012,,ChIJQ5uQMgDPyIARcsjhYnDOr1E,Flavor Pop Vending,"2657 Windmill Pkwy, Henderson, NV 89074, USA",http://www.flavorpopvending.com/,(702) 825-3767,Establishment,,5.0,1,OPERATIONAL,2026-08-24 14:42:12
83,777 Collective Clothing LLC,777 Collective Clothing LLC,2026335670,1,Clothing and Apparel,3675 Volunteer Blvd,Henderson,Nevada,89044,,ChIJiZ56I1zNyIARq2bmtHsRJIE,Society Henderson,"3675 Volunteer Blvd, Henderson, NV 89044, USA",http://societyhenderson.com/,(702) 485-4876,Real Estate Agency,Real Estate Agency,4.4,355,OPERATIONAL,2026-08-24 14:42:12
84,777 Towing LLC,777 Towing,2024330254,1,Automobile Towing,5083 Judson Ave,Las Vegas,Nevada,89115,,ChIJTV973Y7DyIARMOiJ5PHtIDw,777 Towing,"5083 E Judson Ave, Las Vegas, NV 89115, USA",http://www.777towing.com/,(702) 724-9000,Locksmith,Locksmith,2.3,673,OPERATIONAL,2026-08-24 14:42:13
85,7L Food Services LLC,Major Munchiez,2024330952,1,Mobile Food Vendor,949 Empire Mesa Way,Henderson,Nevada,89011,,ChIJuRyIDV3RyIARU6vzrvBMUSw,Vegas Munchie Run,"6700 Hollywood Blvd Unit 3081, Henderson, NV 89011, USA",http://munchierun.com/,(979) 732-7072,Food,"Food, Restaurant",0.0,0,OPERATIONAL,2026-08-24 14:42:13
86,7Sevens Lawncare & Maintenance,7Sevens Lawncare & Maintenance LLC,2025333598,1,Gardening/Lawn Maintenance,304 S Jones Blvd,Las Vegas,Nevada,89107,,ChIJ8cb4AJzByIARafE2r9e8Iyk,PhysicalAddress.com,"304 S Jones Blvd, Las Vegas, NV 89107, USA",https://physicaladdress.com/las-vegas-mailbox-rental/,(702) 381-6100,Establishment,,4.1,115,OPERATIONAL,2026-08-24 14:42:14
87,8 Ball Bail Bonds LLC,8 Ball Bail Bonds LLC,2008304540,1,Bail Bond Broker,1114 S Main St,Las Vegas,Nevada,89104,,ChIJZfNABpDDyIAROt4QRh3xASk,8-Ball Bail Bonds | Las Vegas Bail Bonds,"1800 S Industrial Rd Ste. 108-D, Las Vegas, NV 89102, USA",https://8ballbailbonds.com/,(702) 545-0888,Establishment,,4.7,246,OPERATIONAL,2026-08-24 14:42:14
88,"80 On Gibson Partners, LLC",80 On Gibson Apartments,2021316870,1,Apartment House,80 S Gibson Rd,Henderson,Nevada,89012,,ChIJk2NQnmvRyIARfgN3_HUIw7Y,80 on Gibson,"80 S Gibson Rd, Henderson, NV 89012, USA",https://www.80ongibsonapts.com/?utm_source=Google&utm_medium=Business_Listing&switch_cls[id]=87000,(702) 988-3148,Finance,"Finance, Real Estate Agency",4.1,238,OPERATIONAL,2026-08-24 14:42:15
89,"804 JOHNSTON, P.C.",Ready Dental,2015300960,1,Dental Office,4300 E Sunset Rd,Henderson,Nevada,89014,,ChIJx5_mJRDQyIARdlY6HsITRnc,Ready Dental,"4300 E Sunset Rd, Henderson, NV 89014, USA",https://www.ready-dental.com/,(702) 968-0707,Dentist,"Dentist, Health",3.9,11,OPERATIONAL,2026-08-24 14:42:15
90,"87 & Co, LLC","87 & Co, LLC",2025334272,1,Graphic Design/Marketing,472 Accelerando Way,Henderson,Nevada,89011,,ChIJg2eNN-TWyIARH0xD4JCF1jw,472 Accelerando Way,"472 Accelerando Way, Henderson, NV 89011, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 14:42:16
91,"88 Horizon, LLC",7-ELEVEN STORE #32404C,"2024329729, 2024329730, 2024329731",3,"Convenience Store, Gasoline, Diesel, or Motor Vehicle Fuel Sales, Liquor",1400 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,ChIJOVw3lJ3RyIARpIX_hVPJQis,7-Eleven,"1400 W Horizon Ridge Pkwy, Henderson, NV 89012, USA",https://www.7-eleven.com/locations/nv/henderson/1400-w-horizon-ridge-pkwy-32404?utm_source=G&utm_medium=local&utm_campaign=google-local,(702) 270-2964,Cafe,"Cafe, Convenience Store, Food, Liquor Store, Restaurant, Store",3.5,72,OPERATIONAL,2026-08-24 14:42:16
92,"88 Russell, LLC",Liquor Loft,"2025334070, 2025334071, 2025334072",3,"Retail Product Sales, Liquor",5799 E Russell Rd,Henderson,Nevada,89011,,ChIJKxll5qTRyIAR67X8MxFkg28,Liquor Loft,"5799 E Russell Rd #200, Henderson, NV 89011, USA",https://www.liquorloftlv.com/,(702) 803-9788,Liquor Store,"Liquor Store, Store",5.0,22,OPERATIONAL,2026-08-24 14:42:17
93,888 Foodie Group Corp,Manila BBQ & Sea Food Grill,2023322313,1,Restaurant/Food Service,4500 E Sunset Rd,Henderson,Nevada,89014,,ChIJd59JIBLQyIARZE7SBGsHlRE,Manila BBQ & Seafood Grill,"4500 E Sunset Rd Unit 14, Henderson, NV 89014, USA",https://facebook.com/kuyasmanilabbq/,(702) 909-5621,Food,"Food, Restaurant",3.8,298,OPERATIONAL,2026-08-24 14:42:17
94,"8X8, Inc.","8X8, Inc.",2013302269,1,Public Utility Telecom,2125 O'nel Dr,San Jose,California,95131,,ChIJuw-R2enLj4ARxyg9yvyl2Tg,8x8 Incorporated,"8x8 Incorporated, 2125 O'Nel Dr, San Jose, CA 95131, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 14:42:18
95,"911 Bail Bonds, Inc.","911 Bail Bonds, Inc.",2009300260,1,Bail Bond Broker,2971 Sammy Davis Jr Dr,Las Vegas,Nevada,89109,,ChIJver7rQbFyIARMhH7-XgBo50,"911 Bail Bonds Las Vegas – Felony, DUI, Traffic, Drug & Immigration Bail Bonds","2971 S Sammy Davis Jr Dr Ste 118, Las Vegas, NV 89109, USA",https://www.911bailbondslv.com/?utm_source=GMB&utm_medium=organic&utm_campaign=lasvegas,(702) 489-3000,Establishment,,4.8,220,OPERATIONAL,2026-08-24 14:42:18
96,911 Septic LLC,911 Septic LLC,2025333808,1,Cleaning Services,871 Coronado Center Dr,Henderson,Nevada,89052,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 14:42:19
97,911 Taco Bar and Catering LLC,911 Taco Bar and Catering,2023323187,1,Restaurant/Food Service,3528 S Maryland Pkwy,Las Vegas,Nevada,89169,,ChIJFxTk_3HpyIARkND9Vmpeoso,911 Taco Bar,"3528 S Maryland Pkwy Ste 13, Las Vegas, NV 89169, USA",http://911tacobar.com/,(702) 472-3339,Food,"Food, Restaurant",4.8,173,OPERATIONAL,2026-08-24 14:42:19
98,9th Island Taekwondo LLC,9th Island Taekwondo LLC,2025333905,1,Instructional Services,175 N Stephanie St,Henderson,Nevada,89074,,ChIJX8zDR2PRyIAR7Cak0ZAOAv0,9th Island Taekwondo,"175 N Stephanie St #140, Henderson, NV 89074, USA",https://9thislandtaekwondo.com/,(702) 808-7450,Health,Health,5.0,52,OPERATIONAL,2026-08-24 14:42:20
99,"9th Island Trading Company, LLC",9th Island Trading Company,2025333418,1,Retail Product Sales,1082 Outlook Ct,Henderson,Nevada,89002,,ChIJ4yxoOQDDyIARxo7sK8GLSPY,Ninth Island Gourmet,"707 E Fremont St, Las Vegas, NV 89101, USA",,(702) 290-7005,Cafe,"Cafe, Food, Store",4.8,19,OPERATIONAL,2026-08-24 14:42:21
100,A & B SWEEPING LLC,A & B SWEEPING LLC,2011300690,1,Cleaning Services,167 DEANNA WAY,HENDERSON,Nevada,89074,,ChIJzYZMfw_FyIARLRRFFbEit3o,"A & M Sweeping Co., LTD","1500 E Tropicana Ave, Las Vegas, NV 89119, USA",,,Establishment,,5.0,2,OPERATIONAL,2026-08-24 14:42:21
101,"A & B Security Group, Inc.",A & B Security Group,1800039772,1,Locksmith/Safe Mechanic,3201 W Sahara Ave,Las Vegas,Nevada,89102,,ChIJf8Nt6f7DyIAR-90xygcMbPU,A&B Security Group,"3201 W Sahara Ave, Las Vegas, NV 89102, USA",http://locksvegas.com/?utm_source=Directory%20Program&utm_medium=Google%20Profile,(702) 362-0222,Locksmith,"Locksmith, Store",4.1,34,OPERATIONAL,2026-08-24 14:42:22
102,A & E Dental Laboratory LLC,A & E Dental Laboratory LLC,2021317217,1,Laboratories,1011 Evanwood Ct,Henderson,Nevada,89002,,ChIJe-CIzmnFyIAR1Bt8-4dnYpY,Ence Dental Laboratory,"5642 S Eastern Ave Ste h, Las Vegas, NV 89119, USA",,(702) 739-9778,Health,Health,5.0,1,OPERATIONAL,2026-08-24 14:42:22
103,"A + Pro-Tech, LLC","A + Pro-Tech, LLC",2008302805,1,Cleaning Services,116 Westin Ln,Henderson,Nevada,89002,,ChIJDVBlfGHVyIAR1a-xyHmSbFk,"A+ Pro-Tech, LLC - Water Damage in Henderson, Nevada","116 Westin Ln, Henderson, NV 89002, USA",,(702) 453-6653,General Contractor,General Contractor,0.0,0,CLOSED_PERMANENTLY,2026-08-24 14:42:23
104,A - 1 Nails LLC,A-1 Nails,2011301732,1,Barbershops and Cosmetology Establishment,1021 Whitney Ranch Dr,Henderson,Nevada,89014,,ChIJ9-YHmXvQyIARrHIYFSOQWEc,A-1 Nails,"1021 Whitney Ranch Dr, Henderson, NV 89014, USA",http://www.a-1nails.com/,(702) 458-5151,Beauty Salon,Beauty Salon,4.2,98,OPERATIONAL,2026-08-24 14:42:23
105,A - Z Direct Flooring,A - Z Direct Flooring,2021317236,1,Miscellaneous,9995 S Eastern Ave,Henderson,Nevada,89183,,ChIJt2pZOxPOyIAROaNywKIzMzM,A To Z Direct Flooring,"9995 S Eastern Ave #120, Las Vegas, NV 89183, USA",https://atozdirectflooring.com/,(702) 240-6767,Home Goods Store,"Home Goods Store, Store",4.4,28,OPERATIONAL,2026-08-24 14:42:24
106,A Balanced Approach LLC,A Balanced Approach LLC,2022320906,1,"Social Work, Behavioral Therapy Business",1489 W Warm Springs Rd,Henderson,Nevada,89014,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 14:42:24
107,A Beauty By Design Academy LLC,A Beauty By Design,"2024330786, 2024330787",2,"Barbershops and Cosmetology Establishment, Personal Services",10120 S Eastern Ave,Henderson,Nevada,89052,,ChIJF2VK9RvPyIARgPNTTQSFEnk,A Beauty By Design,"10120 S Eastern Ave Suite 345, Henderson, NV 89052, USA",https://abeautybydesign.com/,(702) 872-3022,Beauty Salon,"Beauty Salon, Hair Care, Health, Spa",4.8,38,OPERATIONAL,2026-08-24 14:42:25
108,A Better Life Vending LLC,A Better Life Vending LLC,2023323210,1,Vending Machines,701 Elm St,Boulder City,Nevada,89005,,ChIJa-JAth7EyIARE7I_L1HHHNQ,A&L Vending,"3585 S Highland Dr Ste 53, Las Vegas, NV 89103, USA",https://anlvending.com/,(702) 499-6984,Establishment,,5.0,1,OPERATIONAL,2026-08-24 14:42:25
109,"A City Pest Control, Inc",Bugs LTD,2024331880,1,Pest Control,5470 Cameron St,Las Vegas,Nevada,89118,,ChIJRd-BCgPAyIARLr_8omWNeVE,Bugs R Us,"8228 Emerald Isle Ave, Las Vegas, NV 89128, USA",https://www.bugsrusnv.com/,(702) 258-2847,Establishment,,5.0,11,OPERATIONAL,2026-08-24 14:42:26
110,"A Country Rose Florist, LLC",A Country Rose Florist,2025332975,1,Retail Product Sales,650 E Horizon Dr,Henderson,Nevada,89015,,ChIJOYkVABrUyIARqtF9ug17nmY,A Country Rose Flower Shop,"650 E Horizon Dr #7, Henderson, NV 89015, USA",http://www.acountryroseflowershop.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website_link,(702) 275-1727,Florist,"Florist, Store",4.1,149,OPERATIONAL,2026-08-24 14:42:26
111,A Healing Hands Therapeutic Services LLC,A Healing Hands Therapeutic Services LLC,"2024331467, 2024331569, 2024331570",3,"Independent Massage Therapist, Wellness Services",643 Marlberry Pl,Henderson,Nevada,89015,,ChIJaeJsHSvXyIARg8IMfzeDlWg,Healing Hands Therapeutic Services,"127 S Water St, Henderson, NV 89015, USA",http://www.massagebook.com/biz/HealingHandsts,(702) 806-3097,Beauty Salon,"Beauty Salon, Hair Care, Health, Spa",4.9,27,OPERATIONAL,2026-08-24 14:42:27
112,"A Home Away From Home, LLC",Away From Home Adult Care,2021317454,1,Group Care Facility,1040 Via Dell Bacio Dr,Henderson,Nevada,89052,,ChIJh8B1B5XPyIARG6R3Y0mP7Eg,Away From Home Adult Care,"1040 Via Dell Bacio Dr, Henderson, NV 89052, USA",http://awayfromhomeadultcare.com/,(702) 415-3284,Health,Health,5.0,3,OPERATIONAL,2026-08-24 14:42:27
113,"A J KNIGHT REHABILITATION, PC","A J KNIGHT REHABILITATION, PC",2009303922,1,Personal Services,2776 MINGARY AVE,HENDERSON,Nevada,89044,,ChIJ9yZ4SHrXyIARpiDM5QKtMy8,Henderson Health and Rehab,"1180 E Lake Mead Pkwy, Henderson, NV 89015, USA",https://hendersonhealth.net/,(702) 565-8555,Health,Health,3.9,99,OPERATIONAL,2026-08-24 14:42:28
114,A Man Picked up a Hammer and Saw LLC,A Man Picked up a Hammer and Saw LLC,2023321702,1,Handyman,1625 Aztec Way,Las Vegas,Nevada,89169,,ChIJ51HDdvLEyIARnpK-SoOg5rA,1625 Aztec Way,"1625 Aztec Way, Las Vegas, NV 89169, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 14:42:28
115,A Miramontes LLC,A.M. Glass & Mirror,2026336002,1,Trucking - Service Vehicle,618 Grande Sombrero Way,Henderson,Nevada,89015,,ChIJ8fkmIV3RyIAR1h2Z42fejcE,Gatsby Glass of Henderson,"1000 Stephanie Pl #5, Henderson, NV 89014, USA",https://www.gatsbyglass.com/henderson-nv/,(725) 525-3096,General Contractor,"General Contractor, Home Goods Store, Store",5.0,27,OPERATIONAL,2026-08-24 14:42:29
116,A Moment in Time Events LLC,A Moment in Time Events,2020314351,1,Event Planning,2734 Frabiele St,Henderson,Nevada,89044,,ChIJfxg4mLjXyIARJe_nL7WsXs8,Timeless Moments,"30 Via Brianza Unit 130, Henderson, NV 89011, USA",https://timelessmomentslv.com/,(408) 691-1901,Establishment,,4.9,31,OPERATIONAL,2026-08-24 14:42:30
117,A Mother's Love Senior Home Care LLC,A Mother's Love Senior Home Care LLC,2023329145,1,Group Care Facility,993 Gold Bear Dr,Henderson,Nevada,89052,,ChIJDfJnGl-VyIARBMkpCv4KRlc,Mother's Touch Senior Home,"8918 King John Ct, Las Vegas, NV 89149, USA",https://www.motherstouchseniorhome.com/,(702) 501-4246,Health,Health,5.0,10,OPERATIONAL,2026-08-24 14:42:30
118,A N M Capital LLC,A N M CAPITAL LLC,2021316022,1,Tobacco Related Product Sales,1008 W Sunset Rd,Henderson,Nevada,89014,,ChIJJYWD2-_QyIARv5cQIXgOLxU,1008 W Sunset Rd,"1008 W Sunset Rd, Henderson, NV 89011, USA",,,Street Address,"Street Address, Subpremise",0.0,0,OPERATIONAL,2026-08-24 14:42:31
119,A Natural Cleaning Company LLC,A Natural Cleaning Company LLC,2013303217,1,Cleaning Services,368 Viewmont Dr,Henderson,Nevada,89015,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 14:42:31
120,A Nu Look LLC,A Nu Look LLC,2025332686,1,Handyman,342 Bergin Dr,Las Vegas,Nevada,89110,,ChIJ9_rO-x3HyIARiECrid9XA5A,Nulook Las Vegas,"5010 S Decatur Blvd A, Las Vegas, NV 89118, USA",https://www.nulookfloor.com/water-damage-restoration,(702) 998-6200,Furniture Store,"Furniture Store, General Contractor, Home Goods Store, Laundry, Store",4.1,44,OPERATIONAL,2026-08-24 14:42:32
121,A Place of Grace Psychiatry PLLC,A Place of Grace Psychiatry PLLC,2024330174,1,Nurse,18 Hummingbird Cir,Henderson,Nevada,89014,(702) 848-5888,ChIJCZg6NgDRyIARXVJz3GvBVVU,A Place of Grace Psychiatry,"8565 S Eastern Ave, Las Vegas, NV 89123, USA",http://aplaceofgrace.info/,(702) 848-5888,Doctor,"Doctor, Health",4.8,16,OPERATIONAL,2026-08-24 14:42:33
122,A Plus Home Health Systems LLC,A Plus Home Health Systems LLC,2020314364,1,Inter-Jurisdictional Business,5670 W Flamingo  Rd,Las Vegas,Nevada,89103,,ChIJ06183S3HyIARha_jhr-8UKA,A Plus Home Health Systems LLC,"5670 W Flamingo Rd D, Las Vegas, NV 89103, USA",https://www.aplushomehealthlv.com/,(702) 720-7929,Health,Health,4.6,11,OPERATIONAL,2026-08-24 14:42:33
123,A Resilient Mind Behavioral Health PLLC,A Resilient Mind Behavioral Health PLLC,2026336264,1,"Social Work, Behavioral Therapy Business",245 Sweet Spot St,Henderson,Nevada,89074,,ChIJa5jOoYPPyIARDOIJ_kHCdp8,Resilience Mind And Wellness Clinic,"2850 W Horizon Ridge Pkwy #200, Henderson, NV 89052, USA",https://www.rmwclinic.com/,(702) 706-2236,Health,Health,0.0,0,OPERATIONAL,2026-08-24 14:42:34
124,"A SOURCE OF JOY THEATRICALS, INC.",A SOURCE OF JOY THEATRICALS,2011303225,1,Non-Profit Registration,6170 W Lake Mead Blvd,Las Vegas,Nevada,89108,,ChIJiz5Q5MXFyIARYJyFqJCcnhM,The Legacy Theatre of Excellence,"4187 S Pecos Rd, Las Vegas, NV 89121, USA",https://www.thelegacytheatrelasvegas.com/,(702) 482-8777,Establishment,,4.8,13,OPERATIONAL,2026-08-24 14:42:34
125,A Spray of Sunshine LLC,A SPRAY OF SUNSHINE,2020315354,1,Personal Services,10120 S Eastern Ave,Henderson,Nevada,89052,,ChIJfXCvXCDOyIARpWlnZEKOCng,A Spray of Sunshine,"10120 S Eastern Ave #150, Henderson, NV 89052, USA",http://asprayofsunshinelv.com/,(702) 832-2954,Establishment,,5.0,62,OPERATIONAL,2026-08-24 14:42:35
126,A Step Above Inc.,A Step Above Inc.,2014300903,1,Handyman,3400 W Desert Inn Rd,Las Vegas,Nevada,89102,(702) 810-7479,ChIJG3wgyejFyIARGoMh-jRmYfc,A Step Above Inc.,"3400 W Desert Inn Rd #14, Las Vegas, NV 89102, USA",http://astepabovelasvegas.com/,(702) 810-7479,General Contractor,"General Contractor, Roofing Contractor",4.8,51,OPERATIONAL,2026-08-24 14:42:35
127,A TIME TO DANCE INC.,A TIME TO DANCE INC.,2016302064,1,Non-Profit Registration,2510 Anthem Village Dr,Henderson,Nevada,89052,,ChIJb5RvAvXNyIARr6YyP3z13Kk,"A Time to Dance, Inc.","2510 Anthem Village Dr, Henderson, NV 89052, USA",,(702) 468-9831,Establishment,,0.0,0,OPERATIONAL,2026-08-24 14:42:36
128,"A TLC CLEANING COMPANY, LLC",A TLC Cleaning Company,2005304826,1,Cleaning Services,2255 Lyrical Rd,Henderson,Nevada,89052,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 14:42:36
129,A Team Motors LLC,Atomic Motors,"2019310954, 2015301724, 2017304178, 2017304177",4,"Automotive, Category B, Class I",704 W Sunset Rd,Henderson,Nevada,89011,(702) 826-3811,ChIJt-LyRd3QyIARRbvShviWnjQ,Atomic Motors Classic Cars & Motorcycles,"704 W Sunset Rd # B1, Henderson, NV 89011, USA",https://www.atomicmotors.net/,(702) 826-3811,Car Dealer,"Car Dealer, Car Repair, Furniture Store, Home Goods Store, Store",4.4,249,OPERATIONAL,2026-08-24 14:42:37
130,A Tini Bar LLC,A Tini Bar,2025333502,1,Liquor,2100 N Boulder Hwy,Henderson,Nevada,89011,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 14:42:38
131,A Touch of Flowers Boutique LLC,A Touch of Flowers Boutique LLC,2025332898,1,Retail Product Sales,129 W Lake Mead Pkwy,Henderson,Nevada,89015,,ChIJBY92e8TXyIARi4uuqsHecK0,A Touch Of Flowers Boutique,"129 W Lake Mead Pkwy, Henderson, NV 89015, USA",https://atouchofflowersboutique.com/?srsltid=AfmBOookBWKTtTnI6O9hjBQAjQG4vJp_5Uqt9oj4B7B--IJjc2jbZ0AB,(702) 313-1111,Florist,"Florist, Health, Hospital, Store",5.0,17,OPERATIONAL,2026-08-24 14:42:38
132,A Touch of Grace,Art 4 Therapy,"2026335813, 2026335816",2,Instructional Services,3546 Tempe St,Las Vegas,Nevada,89103,,ChIJgfdPoZbDyIAR3rGUWxW8GKU,Arttherapy Cafe,"353 E Bonneville Ave Unit 183, Las Vegas, NV 89101, USA",,(323) 905-4729,Establishment,,5.0,11,OPERATIONAL,2026-08-24 14:42:39
